Date,Open,High,Low,Close,Volume
11/06/2006,58.7000,59.5800,58.6600,59.5600,"2,289,500"
11/07/2006,59.8500,60.1500,59.4500,59.9000,"3,494,300"
11/08/2006,59.9800,62.3700,59.9800,61.6500,"6,972,500"
11/09/2006,61.9900,61.9900,60.8300,61.0300,"4,376,500"
11/10/2006,61.0000,61.0000,60.1500,60.3800,"3,278,100"
11/13/2006,60.1500,60.5000,59.3400,59.5100,"3,738,100"
11/14/2006,59.5200,59.8000,58.6600,59.2000,"4,987,600"
11/15/2006,59.0100,59.3000,58.6400,59.0900,"2,810,800"
11/16/2006,59.8000,60.3000,58.9300,59.0600,"3,606,500"
11/17/2006,58.2500,58.6700,57.9700,58.1400,"5,440,500"
11/20/2006,58.1400,58.2700,57.5300,57.9300,"3,480,600"
11/21/2006,57.7000,58.3700,57.7000,57.8900,"2,353,500"
11/22/2006,57.9900,58.4700,57.8400,58.0700,"1,725,000"
11/24/2006,57.4800,57.8400,56.7700,57.3900,"1,447,200"
11/27/2006,57.3900,57.4400,55.6300,55.9300,"4,097,600"
11/28/2006,56.0800,56.7800,55.7700,56.4000,"3,920,700"
11/29/2006,56.6500,57.2200,56.4000,56.9100,"1,765,300"
11/30/2006,57.0000,57.4000,56.5900,57.0300,"2,439,100"
12/01/2006,57.1400,57.1400,56.3400,56.8300,"2,601,800"
12/04/2006,57.3300,58.0800,56.8300,57.8900,"2,291,800"
12/05/2006,58.2400,58.6100,57.7900,57.9300,"2,618,000"
12/06/2006,57.7000,58.7600,57.7000,58.5000,"2,550,300"
12/07/2006,60.4000,61.5000,59.4400,59.6100,"7,286,800"
12/08/2006,59.9000,60.1500,58.8300,59.5900,"3,067,400"
12/11/2006,59.9000,60.1100,59.3900,59.8500,"1,696,400"
12/12/2006,59.6600,60.2200,59.1300,60.1900,"3,045,100"
12/13/2006,60.3300,60.5100,59.9100,60.1400,"5,510,600"
12/14/2006,60.1400,60.5200,59.6800,60.2200,"2,467,300"
12/15/2006,60.0500,60.4700,59.7700,60.2700,"5,173,800"
12/18/2006,60.4900,60.4900,59.8600,60.1600,"1,794,400"
12/19/2006,59.9000,60.2800,59.6600,60.0900,"17,765,100"
12/20/2006,60.0200,60.5800,59.9000,60.4500,"1,910,200"
12/21/2006,60.7700,61.0000,60.1600,60.3600,"2,672,200"
12/22/2006,60.0600,60.2500,59.2700,59.6800,"2,408,000"
12/26/2006,59.5100,60.0400,59.5100,59.9500,"818,100"
12/27/2006,60.0000,60.3800,59.7900,60.2500,"1,467,600"
12/28/2006,59.9500,60.4100,59.6200,60.1000,"1,199,200"
12/29/2006,60.1500,60.2200,59.2900,59.3900,"1,653,300"
01/03/2007,59.5500,60.4400,59.3500,59.8600,"2,221,000"
01/04/2007,59.8700,60.2800,59.8500,59.8600,"1,910,600"
01/05/2007,59.7700,59.8400,59.2000,59.5700,"2,463,800"
01/08/2007,59.3200,59.3200,58.5000,59.0800,"2,829,800"
